order_id,user_id,order_datetime,num_items,subtotal,shipping_fee,tax,discount_total,total,payment_method,order_status,shipping_city,shipping_country
O00000983,U000143,2023-10-19 20:35:33,1,12606.6,0.0,2269.19,1130.22,14875.79,Net Banking,delivered,Patna,India
O00000984,U000223,2024-12-19 08:37:35,5,28906.92,0.0,5203.25,0.0,34110.17,UPI,delivered,Bengaluru,India
O00000985,U000494,2024-08-10 06:50:08,1,12377.42,0.0,2227.94,0.0,14605.36,UPI,delivered,Indore,India
O00000986,U000428,2024-09-11 08:27:18,3,67510.17,0.0,12151.83,0.0,79662.0,Net Banking,delivered,Indore,India
O00000987,U000464,2021-04-12 16:50:24,9,78420.98,0.0,14115.78,10405.84,92536.76,Credit Card,delivered,Pune,India
O00000988,U000194,2023-07-31 18:56:08,4,23282.7,0.0,4190.89,1276.54,27473.59,UPI,delivered,Chandigarh,India
O00000989,U000093,2024-10-29 17:20:09,8,66550.59,0.0,11979.11,9913.27,78529.7,UPI,delivered,Chandigarh,India
O00000990,U000372,2024-12-20 21:45:56,11,60564.68,0.0,10901.64,6573.43,71466.32,Credit Card,shipped,Kochi,India
O00000991,U000055,2022-02-13 18:45:34,7,41319.84,0.0,7437.57,3937.13,48757.41,Credit Card,delivered,Nagpur,India
O00000992,U000366,2021-10-19 06:24:03,4,28161.31,0.0,5069.04,142.73,33230.35,Net Banking,delivered,Patna,India
O00000993,U000131,2024-10-06 02:40:18,5,41568.22,0.0,7482.28,503.34,49050.5,UPI,delivered,Jaipur,India
O00000994,U000009,2023-12-28 12:18:54,6,32859.69,0.0,5914.74,3957.94,38774.43,UPI,delivered,Lucknow,India
O00000995,U000091,2021-10-27 13:53:38,6,56799.25,0.0,10223.86,8549.01,67023.11,UPI,pending,Mumbai,India
O00000996,U000192,2022-06-02 20:34:22,3,29009.89,0.0,5221.78,6190.85,34231.67,Debit Card,delivered,Pune,India
O00000997,U000170,2023-06-17 16:17:07,10,57070.48,0.0,10272.69,2493.78,67343.17,Debit Card,delivered,Ahmedabad,India
O00000998,U000062,2022-06-12 01:18:53,9,60720.92,0.0,10929.77,0.0,71650.69,UPI,delivered,Delhi,India
O00000999,U000460,2022-09-11 15:55:10,4,54040.55,0.0,9727.3,0.0,63767.85,Credit Card,delivered,Lucknow,India
O00001000,U000297,2023-12-24 20:27:51,7,36926.13,0.0,6646.7,2249.6,43572.83,UPI,delivered,Bengaluru,India
O00001001,U000206,2021-10-23 19:56:45,2,23691.38,0.0,4264.45,0.0,27955.83,UPI,delivered,Mumbai,India
O00001002,U000352,2024-08-07 08:44:39,4,45665.11,0.0,8219.72,6335.41,53884.83,Credit Card,delivered,Surat,India
O00001003,U000185,2023-12-27 09:57:53,2,20366.44,0.0,3665.96,0.0,24032.4,UPI,shipped,Kolkata,India
O00001004,U000203,2024-02-16 23:52:19,10,115138.6,0.0,20724.95,2586.4,135863.55,Credit Card,delivered,Coimbatore,India
O00001005,U000254,2023-05-21 12:07:15,6,69369.36,0.0,12486.48,9683.49,81855.84,Debit Card,delivered,Chennai,India
O00001006,U000128,2022-11-23 08:15:41,9,74747.99,0.0,13454.64,8005.22,88202.63,UPI,cancelled,Lucknow,India
O00001007,U000361,2024-12-01 20:50:14,5,23316.32,0.0,4196.94,826.68,27513.26,Credit Card,delivered,Berlin,Germany
O00001008,U000169,2023-09-21 18:09:33,4,30462.35,0.0,5483.22,4235.72,35945.57,Debit Card,pending,Mumbai,India
O00001009,U000318,2021-09-23 12:09:55,2,23407.6,0.0,4213.37,0.0,27620.97,UPI,delivered,Mumbai,India
O00001010,U000490,2024-11-03 21:53:35,1,9656.97,0.0,1738.25,0.0,11395.22,UPI,delivered,Surat,India
O00001011,U000374,2023-10-10 20:07:01,6,43218.22,0.0,7779.28,0.0,50997.5,Credit Card,delivered,Lucknow,India
O00001012,U000193,2024-02-13 01:25:22,1,2680.11,0.0,482.42,0.0,3162.53,COD,pending,Munich,Germany
O00001013,U000464,2023-06-01 06:46:04,1,6579.58,0.0,1184.32,488.15,7763.9,Credit Card,pending,Pune,India
O00001014,U000448,2024-12-30 19:08:00,7,54589.32,0.0,9826.08,2672.34,64415.4,UPI,delivered,Hyderabad,India
O00001015,U000319,2023-07-06 13:51:56,2,14091.33,0.0,2536.44,996.07,16627.77,Credit Card,shipped,Lucknow,India
O00001016,U000097,2024-09-28 11:37:32,2,15262.5,0.0,2747.25,0.0,18009.75,UPI,shipped,Hyderabad,India
O00001017,U000157,2024-08-01 04:12:55,3,16591.8,0.0,2986.52,0.0,19578.32,Debit Card,returned,Kolkata,India
O00001018,U000398,2024-12-08 06:58:19,6,37426.41,0.0,6736.75,6202.13,44163.16,Credit Card,returned,Berlin,Germany
O00001019,U000229,2024-06-22 20:03:09,3,39757.99,0.0,7156.44,0.0,46914.43,Net Banking,delivered,Chandigarh,India
O00001020,U000341,2023-08-06 12:26:57,2,19915.01,0.0,3584.7,0.0,23499.71,UPI,delivered,Brisbane,Australia
O00001021,U000287,2023-12-07 00:50:00,4,16096.04,0.0,2897.29,1395.88,18993.33,Debit Card,delivered,Lucknow,India
O00001022,U000472,2023-10-11 11:32:06,3,36736.89,0.0,6612.64,4591.34,43349.53,Credit Card,returned,Kolkata,India
O00001023,U000193,2023-07-29 15:53:10,2,20453.11,0.0,3681.56,5972.17,24134.67,UPI,delivered,Munich,Germany
O00001024,U000445,2024-09-26 17:41:41,1,17851.62,0.0,3213.29,0.0,21064.91,Net Banking,pending,Brisbane,Australia
O00001025,U000018,2024-10-05 18:30:27,1,7536.8,0.0,1356.62,757.4,8893.42,UPI,delivered,Hyderabad,India
O00001026,U000341,2022-08-19 17:07:28,3,38198.59,0.0,6875.75,8251.64,45074.34,UPI,delivered,Brisbane,Australia
O00001027,U000127,2023-10-31 02:59:13,3,19099.2,0.0,3437.86,0.0,22537.06,Net Banking,cancelled,Delhi,India
O00001028,U000303,2023-02-12 02:00:42,9,202079.86,0.0,36374.37,10841.3,238454.23,UPI,shipped,Pune,India
O00001029,U000083,2023-11-16 00:09:25,6,64505.74,0.0,11611.03,3235.74,76116.77,UPI,delivered,Nagpur,India
O00001030,U000131,2023-08-01 12:12:03,5,44889.52,0.0,8080.11,318.31,52969.63,UPI,shipped,Jaipur,India
O00001031,U000468,2021-01-31 08:52:09,5,44637.84,0.0,8034.81,0.0,52672.65,UPI,pending,Coimbatore,India
O00001032,U000393,2023-08-23 00:13:01,8,117861.67,0.0,21215.1,10849.14,139076.77,Credit Card,returned,Patna,India
O00001033,U000073,2023-07-29 03:27:42,6,37878.55,0.0,6818.14,1928.71,44696.69,UPI,delivered,Chennai,India
O00001034,U000011,2023-05-28 07:40:27,8,53575.46,0.0,9643.58,789.7,63219.04,Net Banking,pending,London,United Kingdom
O00001035,U000426,2024-09-08 00:50:50,4,24401.13,0.0,4392.2,985.75,28793.33,Debit Card,delivered,Mumbai,India
O00001036,U000195,2024-05-26 06:25:52,9,66709.83,0.0,12007.77,2037.63,78717.6,UPI,delivered,Munich,Germany
O00001037,U000409,2022-07-25 16:24:04,3,25699.36,0.0,4625.88,4262.72,30325.24,Debit Card,delivered,Hyderabad,India
O00001038,U000140,2024-10-20 22:14:07,6,73116.5,0.0,13160.97,2396.48,86277.47,Debit Card,delivered,Bhopal,India
O00001039,U000363,2024-01-01 17:02:09,3,33354.6,0.0,6003.83,6481.71,39358.43,Credit Card,delivered,Chandigarh,India
O00001040,U000366,2023-07-06 05:50:45,4,14739.51,0.0,2653.11,0.0,17392.62,UPI,delivered,Lucknow,India
O00001041,U000072,2024-11-02 08:21:19,7,41848.95,0.0,7532.81,874.52,49381.76,Debit Card,delivered,Hyderabad,India
O00001042,U000427,2023-07-22 00:29:11,6,46590.12,0.0,8386.22,1356.38,54976.34,UPI,delivered,Chandigarh,India
O00001043,U000137,2024-09-11 03:43:34,1,11135.8,0.0,2004.44,1358.88,13140.24,COD,delivered,Dubai,United Arab Emirates
O00001044,U000289,2024-10-18 10:58:43,3,26989.78,0.0,4858.16,3367.88,31847.94,Net Banking,delivered,Berlin,Germany
O00001045,U000296,2023-05-16 10:09:33,3,12079.01,0.0,2174.22,0.0,14253.23,Debit Card,returned,Bengaluru,India
O00001046,U000440,2023-09-26 09:19:18,3,34372.81,0.0,6187.11,0.0,40559.92,UPI,delivered,Birmingham,United Kingdom
O00001047,U000265,2024-10-03 21:18:27,5,63559.65,0.0,11440.74,9897.07,75000.39,UPI,delivered,Surat,India
O00001048,U000241,2024-09-12 02:51:37,5,39490.24,0.0,7108.24,13013.15,46598.48,Debit Card,pending,Chennai,India
O00001049,U000225,2024-01-11 21:12:55,7,47740.49,0.0,8593.29,1444.4,56333.78,UPI,delivered,Kolkata,India
O00001050,U000208,2022-01-21 04:09:19,1,2341.26,0.0,421.43,0.0,2762.69,UPI,delivered,Indore,India
O00001051,U000463,2024-03-24 21:56:49,4,44787.55,0.0,8061.76,1581.33,52849.31,UPI,pending,Houston,United States
O00001052,U000235,2021-05-16 12:09:11,7,113612.03,0.0,20450.17,6917.32,134062.2,Credit Card,shipped,Pune,India
O00001053,U000070,2022-03-24 02:54:07,4,23949.28,0.0,4310.87,932.46,28260.15,Credit Card,delivered,Lucknow,India
O00001054,U000366,2024-10-14 11:52:54,5,23175.39,0.0,4171.57,1007.12,27346.96,UPI,delivered,Patna,India
O00001055,U000460,2024-08-05 00:08:50,8,71772.12,0.0,12918.98,0.0,84691.1,UPI,delivered,Jaipur,India
O00001056,U000203,2024-12-20 15:31:01,2,9818.44,0.0,1767.32,875.46,11585.76,Debit Card,delivered,Coimbatore,India
O00001057,U000034,2022-06-29 18:46:33,3,23462.93,0.0,4223.33,0.0,27686.26,UPI,shipped,Melbourne,Australia
O00001058,U000447,2024-03-05 09:11:18,3,19731.05,0.0,3551.59,0.0,23282.64,Credit Card,delivered,Delhi,India
O00001059,U000339,2024-12-22 00:04:56,6,52305.42,0.0,9414.98,543.4,61720.4,UPI,delivered,Bengaluru,India
O00001060,U000056,2024-10-27 13:40:17,7,178717.25,0.0,32169.1,27725.53,210886.35,UPI,delivered,Bengaluru,India
O00001061,U000500,2023-08-13 18:20:42,3,19822.08,0.0,3567.97,7532.64,23390.05,UPI,cancelled,Kochi,India
O00001062,U000150,2023-04-26 14:30:30,1,5073.09,0.0,913.16,669.33,5986.25,Debit Card,returned,Mumbai,India
O00001063,U000500,2024-12-28 13:36:45,5,39240.77,0.0,7063.34,5507.86,46304.11,Debit Card,delivered,Kochi,India
O00001064,U000335,2023-02-19 10:25:49,9,63633.15,0.0,11453.97,3558.2,75087.12,Debit Card,shipped,Jaipur,India
O00001065,U000276,2024-04-15 05:05:46,4,38504.93,0.0,6930.89,15391.05,45435.82,UPI,delivered,Pune,India
O00001066,U000337,2024-03-05 16:18:09,3,52337.82,0.0,9420.81,0.0,61758.63,UPI,delivered,Chandigarh,India
O00001067,U000104,2024-06-12 00:16:26,8,75342.65,0.0,13561.68,5613.2,88904.33,UPI,delivered,Bengaluru,India
O00001068,U000476,2024-02-03 07:55:39,10,78147.3,0.0,14066.51,9496.15,92213.81,Credit Card,pending,Jaipur,India
O00001069,U000017,2024-08-28 07:43:43,7,57873.28,0.0,10417.19,0.0,68290.47,UPI,delivered,Chennai,India
O00001070,U000240,2024-10-20 11:06:25,3,25161.49,0.0,4529.07,1310.6,29690.56,Credit Card,delivered,Hamburg,Germany
O00001071,U000037,2022-11-21 06:41:39,4,28002.36,0.0,5040.42,0.0,33042.78,Credit Card,delivered,Sharjah,United Arab Emirates
O00001072,U000305,2022-08-01 03:13:20,6,47077.19,0.0,8473.89,10201.54,55551.08,Debit Card,pending,Manchester,United Kingdom
O00001073,U000459,2024-10-25 18:10:26,4,66566.83,0.0,11982.03,4881.19,78548.86,Net Banking,delivered,Ahmedabad,India
O00001074,U000075,2023-05-14 09:41:31,4,22996.45,0.0,4139.36,7328.97,27135.81,UPI,delivered,Manchester,United Kingdom
O00001075,U000445,2024-07-13 11:29:13,5,35710.52,0.0,6427.89,5166.45,42138.41,Debit Card,delivered,Brisbane,Australia
O00001076,U000314,2024-06-24 03:01:39,2,4012.72,0.0,722.29,1626.98,4735.01,UPI,delivered,Jaipur,India
O00001077,U000424,2022-01-09 10:46:52,3,26005.41,0.0,4680.97,4896.63,30686.38,Debit Card,delivered,Coimbatore,India
O00001078,U000423,2022-12-03 07:39:22,7,89609.88,0.0,16129.78,0.0,105739.66,Credit Card,shipped,Kolkata,India
O00001079,U000025,2024-06-01 05:28:22,5,37180.66,0.0,6692.52,2177.12,43873.18,UPI,delivered,Kolkata,India
O00001080,U000145,2022-05-08 12:42:04,2,17913.03,0.0,3224.35,1257.79,21137.38,Credit Card,cancelled,Hyderabad,India
O00001081,U000071,2023-08-08 16:46:00,6,41736.96,0.0,7512.65,5565.22,49249.61,UPI,delivered,Nagpur,India
O00001082,U000052,2024-08-21 17:26:35,3,15922.73,0.0,2866.09,0.0,18788.82,Net Banking,returned,Bhopal,India
O00001083,U000110,2024-05-11 11:30:57,3,10926.16,0.0,1966.71,0.0,12892.87,UPI,delivered,Lucknow,India
O00001084,U000400,2022-10-11 07:45:25,2,13308.04,0.0,2395.45,0.0,15703.49,Debit Card,delivered,Bengaluru,India
O00001085,U000284,2024-12-22 09:49:22,4,45155.49,0.0,8127.99,2429.64,53283.48,Credit Card,shipped,Bengaluru,India
O00001086,U000411,2024-08-10 13:45:05,8,58022.92,0.0,10444.13,10286.73,68467.05,Credit Card,cancelled,Indore,India
O00001087,U000090,2022-08-03 22:49:09,8,45744.21,0.0,8233.96,2613.78,53978.17,UPI,pending,Bhopal,India
O00001088,U000228,2024-10-27 19:28:29,9,98554.21,0.0,17739.76,0.0,116293.97,Credit Card,pending,Indore,India
O00001089,U000404,2023-10-04 16:21:14,1,21391.58,0.0,3850.48,5820.6,25242.06,Debit Card,delivered,Surat,India
O00001090,U000009,2024-08-26 14:36:47,7,81347.31,0.0,14642.52,1273.26,95989.83,UPI,delivered,Chandigarh,India
O00001091,U000436,2023-03-16 23:00:57,6,53189.22,0.0,9574.06,3563.91,62763.28,UPI,cancelled,Bhopal,India
O00001092,U000169,2023-07-03 12:34:49,2,10216.74,0.0,1839.01,0.0,12055.75,Credit Card,delivered,Lucknow,India
O00001093,U000066,2024-10-11 02:37:13,6,44757.63,0.0,8056.37,4800.29,52814.0,UPI,delivered,Nagpur,India
O00001094,U000426,2024-10-06 11:58:44,3,17653.16,0.0,3177.57,3659.15,20830.73,UPI,delivered,Coimbatore,India
O00001095,U000487,2024-11-11 08:45:35,3,39154.02,0.0,7047.72,7733.69,46201.74,UPI,returned,Patna,India
O00001096,U000158,2024-09-29 14:22:34,2,13851.38,0.0,2493.25,0.0,16344.63,UPI,delivered,Chandigarh,India
O00001097,U000076,2024-09-05 06:21:35,11,113800.6,0.0,20484.11,0.0,134284.71,Credit Card,pending,Ahmedabad,India
O00001098,U000436,2024-10-27 01:38:27,4,52218.06,0.0,9399.25,5017.16,61617.31,UPI,delivered,Coimbatore,India
O00001099,U000412,2021-02-18 03:34:54,8,57525.3,0.0,10354.55,7930.48,67879.85,Credit Card,delivered,Jaipur,India
O00001100,U000030,2024-12-12 21:12:22,5,47945.83,0.0,8630.25,12391.39,56576.08,Credit Card,delivered,Hyderabad,India
O00001101,U000252,2023-11-19 15:15:22,3,46955.26,0.0,8451.95,1806.17,55407.21,Net Banking,delivered,Indore,India
O00001102,U000007,2021-05-03 13:17:09,3,12704.31,0.0,2286.78,0.0,14991.09,UPI,pending,Chennai,India
O00001103,U000014,2021-12-09 07:20:27,1,6885.63,0.0,1239.41,0.0,8125.04,COD,delivered,Hyderabad,India
O00001104,U000097,2024-12-29 15:13:55,4,27548.63,0.0,4958.75,0.0,32507.38,Debit Card,delivered,Indore,India
O00001105,U000260,2024-03-03 18:42:10,5,40252.43,0.0,7245.44,715.77,47497.87,UPI,delivered,San Francisco,United States
O00001106,U000183,2023-11-30 10:59:12,1,1732.07,50.0,311.77,353.82,2093.84,Credit Card,delivered,Patna,India
O00001107,U000322,2024-08-08 10:25:46,7,100479.77,0.0,18086.36,0.0,118566.13,UPI,delivered,Patna,India
O00001108,U000118,2024-12-31 20:28:45,5,27440.24,0.0,4939.24,272.35,32379.48,Debit Card,delivered,Mumbai,India
O00001109,U000460,2022-05-08 01:57:47,6,42548.24,0.0,7658.68,0.0,50206.92,Credit Card,delivered,Lucknow,India
O00001110,U000344,2023-12-17 10:44:09,7,46580.11,0.0,8384.42,6959.64,54964.53,Debit Card,shipped,Jaipur,India
O00001111,U000274,2024-07-27 21:58:05,4,78551.66,0.0,14139.3,0.0,92690.96,Debit Card,pending,Ahmedabad,India
O00001112,U000031,2023-10-12 21:07:49,7,44312.53,0.0,7976.26,0.0,52288.79,Debit Card,delivered,Chandigarh,India
O00001113,U000461,2024-12-23 18:23:57,6,57578.27,0.0,10364.09,7093.87,67942.36,UPI,delivered,Delhi,India
O00001114,U000051,2024-05-03 19:08:27,10,69852.26,0.0,12573.41,3485.16,82425.67,UPI,cancelled,Brisbane,Australia
O00001115,U000104,2022-10-16 19:15:26,8,68618.91,0.0,12351.4,6457.82,80970.31,Debit Card,delivered,Bengaluru,India
O00001116,U000500,2024-11-20 11:02:31,3,18801.79,0.0,3384.32,0.0,22186.11,UPI,delivered,Lucknow,India
O00001117,U000325,2024-11-09 05:13:05,4,33105.42,0.0,5958.98,9507.23,39064.4,Credit Card,delivered,Bhopal,India
O00001118,U000117,2024-03-24 07:13:55,11,74489.48,0.0,13408.11,2308.22,87897.59,UPI,delivered,Bengaluru,India
O00001119,U000014,2021-06-22 14:08:24,5,54875.04,0.0,9877.51,0.0,64752.55,Credit Card,delivered,Delhi,India
O00001120,U000463,2022-10-04 13:41:08,5,35293.46,0.0,6352.82,7028.09,41646.28,Net Banking,delivered,Houston,United States
O00001121,U000178,2022-02-26 14:05:15,10,103934.95,0.0,18708.29,3271.19,122643.24,UPI,pending,Pune,India
O00001122,U000039,2021-02-22 19:18:15,9,54894.02,0.0,9880.92,2080.01,64774.94,Credit Card,delivered,London,United Kingdom
O00001123,U000496,2024-08-18 16:15:01,6,58308.08,0.0,10495.45,4450.65,68803.53,UPI,cancelled,Bhopal,India
O00001124,U000447,2024-06-09 12:37:50,9,156489.35,0.0,28168.08,4135.84,184657.43,Debit Card,delivered,Delhi,India
O00001125,U000160,2023-01-19 02:14:17,7,28523.26,0.0,5134.19,3056.26,33657.45,Net Banking,pending,Pune,India
O00001126,U000353,2023-03-17 13:58:41,7,53747.25,0.0,9674.5,0.0,63421.75,Debit Card,delivered,Nagpur,India
O00001127,U000023,2023-05-09 04:47:57,3,43231.92,0.0,7781.75,0.0,51013.67,COD,delivered,Pune,India
O00001128,U000069,2024-01-05 15:36:43,10,77446.06,0.0,13940.29,3923.9,91386.35,UPI,delivered,Lucknow,India
O00001129,U000386,2024-08-02 11:20:25,7,57877.04,0.0,10417.87,6182.31,68294.91,UPI,delivered,Ahmedabad,India
O00001130,U000264,2024-08-05 02:51:50,4,37984.85,0.0,6837.27,9964.61,44822.12,Net Banking,delivered,Kolkata,India
O00001131,U000296,2022-09-24 12:40:02,7,48045.29,0.0,8648.15,0.0,56693.44,UPI,delivered,Bengaluru,India
O00001132,U000040,2021-11-27 17:03:54,3,28868.7,0.0,5196.37,1089.21,34065.07,UPI,delivered,Nagpur,India
O00001133,U000292,2024-09-15 17:33:00,5,51598.0,0.0,9287.64,0.0,60885.64,UPI,delivered,Brisbane,Australia
O00001134,U000490,2024-11-04 06:05:48,6,41684.92,0.0,7503.29,5108.53,49188.21,UPI,pending,Surat,India
O00001135,U000108,2023-05-20 10:59:37,7,61526.76,0.0,11074.82,2281.47,72601.58,Credit Card,delivered,Kochi,India
O00001136,U000250,2022-12-29 13:13:47,6,34779.96,0.0,6260.39,2054.06,41040.35,UPI,delivered,Hyderabad,India
O00001137,U000021,2024-09-12 05:30:42,11,61347.73,0.0,11042.59,8520.48,72390.32,COD,delivered,Hyderabad,India
O00001138,U000161,2023-07-15 05:20:27,5,38526.04,0.0,6934.69,700.34,45460.73,Debit Card,shipped,Indore,India
O00001139,U000465,2023-01-29 03:46:35,3,42585.42,0.0,7665.38,14044.8,50250.8,UPI,pending,Indore,India
O00001140,U000323,2024-11-28 11:34:44,6,54788.64,0.0,9861.96,3207.42,64650.6,Credit Card,delivered,Kochi,India
O00001141,U000439,2022-10-04 12:31:00,9,78439.75,0.0,14119.15,12229.44,92558.9,Debit Card,delivered,Indore,India
O00001142,U000291,2024-12-17 08:08:28,4,24653.77,0.0,4437.68,1962.88,29091.45,Debit Card,cancelled,London,United Kingdom
O00001143,U000494,2023-04-14 19:35:38,3,22538.55,0.0,4056.94,0.0,26595.49,UPI,cancelled,Lucknow,India
O00001144,U000341,2024-02-16 09:52:06,6,58756.75,0.0,10576.22,2767.09,69332.97,UPI,delivered,Brisbane,Australia
O00001145,U000402,2024-12-06 08:19:39,9,64666.95,0.0,11640.05,18512.46,76307.0,Net Banking,returned,Surat,India
O00001146,U000155,2023-11-13 11:13:50,5,52138.01,0.0,9384.84,0.0,61522.85,Debit Card,delivered,Delhi,India
O00001147,U000374,2023-08-01 06:35:30,5,22417.17,0.0,4035.09,3145.57,26452.26,UPI,returned,Chennai,India
O00001148,U000003,2024-10-08 16:42:10,5,123840.6,0.0,22291.31,0.0,146131.91,UPI,cancelled,Coimbatore,India
O00001149,U000327,2023-05-21 02:10:04,8,44329.53,0.0,7979.32,2153.37,52308.85,Debit Card,shipped,Manchester,United Kingdom
O00001150,U000398,2024-11-19 11:31:26,3,20948.1,0.0,3770.66,2102.66,24718.76,UPI,delivered,Berlin,Germany
O00001151,U000167,2023-08-16 02:44:10,4,41362.43,0.0,7445.24,4478.15,48807.67,Net Banking,delivered,Kochi,India
O00001152,U000122,2024-04-16 22:03:20,5,50725.45,0.0,9130.58,0.0,59856.03,UPI,delivered,Jaipur,India
O00001153,U000146,2023-01-28 10:39:24,4,23275.16,0.0,4189.53,777.58,27464.69,Debit Card,delivered,Ahmedabad,India
O00001154,U000425,2022-05-17 04:31:39,3,32607.87,0.0,5869.42,0.0,38477.29,UPI,delivered,Nagpur,India
O00001155,U000264,2023-06-15 08:02:01,4,14919.99,0.0,2685.6,0.0,17605.59,UPI,shipped,Coimbatore,India
O00001156,U000020,2024-10-30 23:06:43,9,70383.26,0.0,12668.99,12724.66,83052.25,UPI,delivered,Kochi,India
O00001157,U000500,2024-03-27 19:55:14,9,71887.84,0.0,12939.81,1366.57,84827.65,UPI,delivered,Kochi,India
O00001158,U000085,2023-10-27 21:28:24,2,15194.33,0.0,2734.98,846.63,17929.31,Net Banking,delivered,Chennai,India
O00001159,U000205,2024-07-24 23:39:52,4,47899.17,0.0,8621.85,0.0,56521.02,UPI,delivered,Nagpur,India
O00001160,U000096,2023-06-25 04:02:52,3,55198.59,0.0,9935.75,0.0,65134.34,UPI,shipped,Patna,India
O00001161,U000380,2024-07-17 16:28:04,2,13378.92,0.0,2408.21,2618.26,15787.13,UPI,delivered,Bhopal,India
O00001162,U000199,2023-03-26 13:26:06,2,9995.44,0.0,1799.18,0.0,11794.62,Net Banking,delivered,Ahmedabad,India
O00001163,U000354,2024-03-18 08:36:28,2,20513.94,0.0,3692.51,0.0,24206.45,Credit Card,shipped,Pune,India
O00001164,U000288,2022-08-13 19:38:18,7,47423.43,0.0,8536.22,1655.03,55959.65,UPI,delivered,Lucknow,India
O00001165,U000276,2024-06-02 02:01:06,4,24338.62,0.0,4380.95,0.0,28719.57,Credit Card,shipped,Pune,India
O00001166,U000375,2024-07-08 18:22:53,8,71928.3,0.0,12947.09,0.0,84875.39,Credit Card,delivered,Lucknow,India
O00001167,U000344,2024-10-19 11:11:03,5,36900.15,0.0,6642.03,2319.59,43542.18,Credit Card,returned,Jaipur,India
O00001168,U000005,2024-06-04 01:55:22,3,27190.0,0.0,4894.2,0.0,32084.2,Credit Card,pending,Ahmedabad,India
O00001169,U000333,2023-06-23 05:18:31,3,25447.23,0.0,4580.5,0.0,30027.73,UPI,delivered,Hamburg,Germany
O00001170,U000434,2024-10-05 14:48:46,4,23208.68,0.0,4177.56,2760.98,27386.24,Net Banking,delivered,Bhopal,India
O00001171,U000444,2024-08-08 22:34:35,7,43782.35,0.0,7880.82,0.0,51663.17,UPI,delivered,Mumbai,India
O00001172,U000407,2022-06-05 01:41:08,6,41728.62,0.0,7511.15,5144.66,49239.77,Credit Card,pending,Ahmedabad,India
O00001173,U000088,2024-09-24 13:14:30,5,42705.39,0.0,7686.97,7035.67,50392.36,COD,delivered,Bhopal,India
O00001174,U000173,2022-08-12 22:34:46,7,67996.68,0.0,12239.4,14024.55,80236.08,UPI,delivered,Surat,India
O00001175,U000336,2024-08-23 05:53:43,5,20610.94,0.0,3709.97,5569.33,24320.91,Credit Card,delivered,Mumbai,India
O00001176,U000378,2024-08-14 15:31:23,4,28313.32,0.0,5096.4,380.12,33409.72,Debit Card,delivered,Patna,India
O00001177,U000238,2023-01-05 19:09:45,6,33110.25,0.0,5959.84,0.0,39070.09,UPI,shipped,New York,United States
O00001178,U000499,2024-01-25 15:24:56,8,44812.18,0.0,8066.19,0.0,52878.37,Credit Card,delivered,Manchester,United Kingdom
O00001179,U000321,2023-05-14 13:12:21,3,12273.18,0.0,2209.17,0.0,14482.35,Debit Card,returned,Patna,India
O00001180,U000272,2023-12-08 23:34:47,3,23574.06,0.0,4243.33,0.0,27817.39,Net Banking,shipped,Melbourne,Australia
O00001181,U000202,2022-05-10 23:24:11,3,10416.3,0.0,1874.93,0.0,12291.23,UPI,pending,Mumbai,India
O00001182,U000018,2024-07-11 23:53:12,2,11511.38,0.0,2072.05,0.0,13583.43,Credit Card,pending,Ahmedabad,India
O00001183,U000103,2024-11-26 16:24:15,12,122668.5,0.0,22080.33,3264.18,144748.83,UPI,delivered,Chandigarh,India
O00001184,U000300,2022-04-27 13:52:39,5,30131.18,0.0,5423.61,180.29,35554.79,UPI,delivered,Hyderabad,India
O00001185,U000243,2023-04-07 03:11:22,7,100953.39,0.0,18171.61,10904.94,119125.0,UPI,delivered,Ahmedabad,India
O00001186,U000269,2023-09-09 18:14:24,7,84295.76,0.0,15173.24,0.0,99469.0,COD,delivered,Bengaluru,India
O00001187,U000121,2023-05-04 07:35:48,6,55711.91,0.0,10028.14,1645.43,65740.05,UPI,delivered,Indore,India
O00001188,U000332,2024-01-15 06:52:50,6,48319.81,0.0,8697.57,0.0,57017.38,UPI,cancelled,Surat,India
O00001189,U000495,2022-09-07 22:50:51,3,22363.29,0.0,4025.39,0.0,26388.68,UPI,pending,Hyderabad,India
O00001190,U000432,2021-11-05 01:20:32,2,10929.16,0.0,1967.25,4598.76,12896.41,Debit Card,shipped,Kolkata,India
O00001191,U000343,2024-11-28 01:47:37,3,35822.58,0.0,6448.06,4309.35,42270.64,Credit Card,delivered,Lucknow,India
O00001192,U000161,2024-03-11 04:44:57,2,11882.0,0.0,2138.76,0.0,14020.76,Credit Card,delivered,Indore,India
O00001193,U000290,2022-08-17 03:39:58,4,22538.78,0.0,4056.98,2657.17,26595.76,Credit Card,delivered,Chandigarh,India
O00001194,U000187,2024-08-14 11:21:33,6,71161.25,0.0,12809.02,5945.95,83970.27,UPI,delivered,Mumbai,India
O00001195,U000280,2024-10-12 17:23:50,6,65648.08,0.0,11816.65,0.0,77464.73,Credit Card,delivered,Kolkata,India
O00001196,U000144,2023-11-18 23:55:16,10,50747.46,0.0,9134.54,9004.51,59882.0,UPI,delivered,Brisbane,Australia
O00001197,U000365,2023-11-17 19:16:53,2,58681.84,0.0,10562.73,0.0,69244.57,Credit Card,delivered,Indore,India
O00001198,U000256,2024-10-01 04:08:19,5,68895.32,0.0,12401.16,8574.43,81296.48,UPI,delivered,Kolkata,India
